specie,colore,n_arti,peso,altezza,larghezza
Simmy,viola,21.0,4.4,40.34,68.64
Simmy,rosso,27.0,5.23,25.09,71.13
Simmy,blu,29.0,5.24,31.09,72.61
Simmy,rosso,28.0,4.14,30.83,65.61
Simmy,blu,28.0,3.77,33.33,69.86
Simmy,rosso,26.0,4.73,18.98,66.4
Simmy,blu,25.0,5.55,38.0,71.17
Simmy,viola,25.0,4.52,31.12,64.26
Simmy,viola,20.0,4.2,30.78,74.13
Simmy,rosso,,4.67,45.6,67.96
Simmy,viola,20.0,4.77,30.68,69.96
Simmy,blu,22.0,3.86,33.09,70.09
Simmy,blu,22.0,4.45,33.66,69.4
Simmy,blu,20.0,3.97,27.18,68.71
Simmy,blu,21.0,4.5,38.08,75.06
Simmy,blu,22.0,4.05,26.8,71.08
Simmy,viola,24.0,5.09,38.58,74.48
Simmy,rosso,27.0,4.15,35.29,67.84
Simmy,viola,24.0,4.69,21.38,69.77
Simmy,rosso,20.0,3.86,30.14,69.19
Simmy,blu,23.0,4.73,33.8,68.18
Simmy,rosso,21.0,4.08,32.58,71.75
Simmy,rosso,23.0,4.56,33.22,70.64
Simmy,viola,23.0,4.76,29.01,72.24
Simmy,viola,27.0,5.33,33.99,68.42
Simmy,viola,22.0,3.98,28.7,68.75
Simmy,viola,27.0,4.81,27.54,75.68
Simmy,rosso,21.0,4.73,34.18,70.47
Simmy,blu,28.0,4.14,36.17,72.46
Simmy,blu,27.0,4.28,29.85,71.07
Simmy,blu,20.0,4.45,34.02,75.69
Simmy,viola,23.0,4.8,30.94,77.26
Simmy,viola,22.0,4.77,27.4,72.6
Simmy,rosso,21.0,5.17,28.73,68.3
Simmy,blu,27.0,4.45,36.38,59.44
Simmy,viola,24.0,4.6,35.67,66.3
Simmy,rosso,27.0,4.47,28.9,74.74
Simmy,blu,21.0,4.3,36.82,70.72
Simmy,viola,29.0,4.7,35.72,77.23
Simmy,rosso,28.0,4.38,33.64,74.12
Simmy,blu,27.0,4.8,36.05,66.38
Simmy,rosso,28.0,4.89,31.76,76.42
Simmy,rosso,26.0,4.58,33.76,70.99
Simmy,rosso,29.0,4.3,48.28,66.76
Simmy,blu,26.0,3.77,28.96,73.1
Simmy,rosso,22.0,4.91,36.2,72.03
Simmy,rosso,24.0,4.51,23.65,70.67
Simmy,rosso,24.0,4.43,35.76,69.92
Simmy,blu,28.0,4.79,40.1,71.76
Simmy,viola,20.0,4.76,29.21,71.41
Simmy,rosso,29.0,4.71,27.13,70.12
Simmy,viola,21.0,4.97,28.74,74.25
Simmy,blu,22.0,4.42,26.66,63.92
Simmy,viola,28.0,4.23,31.93,68.31
Simmy,blu,21.0,4.45,31.6,69.74
Simmy,blu,22.0,4.79,43.86,71.14
Simmy,rosso,26.0,5.11,31.31,69.92
Simmy,rosso,27.0,3.95,27.95,69.0
Simmy,rosso,26.0,5.3,43.52,74.88
Simmy,blu,29.0,5.46,33.71,71.36
Simmy,rosso,26.0,4.43,28.46,65.38
Simmy,rosso,26.0,4.95,40.61,72.77
Simmy,rosso,29.0,4.29,34.68,61.5
Simmy,viola,21.0,4.01,39.49,65.67
Simmy,blu,28.0,4.67,31.85,70.3
Simmy,rosso,28.0,4.15,33.05,68.39
Simmy,blu,27.0,5.66,41.0,
Simmy,rosso,26.0,4.53,31.54,74.94
Simmy,blu,27.0,4.05,22.28,64.12
Simmy,viola,22.0,4.26,36.61,70.75
Simmy,viola,25.0,5.29,28.04,74.73
Simmy,viola,26.0,4.16,34.4,71.35
Simmy,blu,20.0,4.91,31.51,62.27
Simmy,blu,23.0,4.02,40.13,68.88
Simmy,rosso,29.0,4.09,33.99,67.35
Simmy,viola,22.0,5.56,33.53,70.74
Simmy,viola,20.0,4.2,34.71,64.52
Simmy,viola,25.0,4.38,35.68,63.8
Simmy,viola,26.0,5.08,30.72,68.2
Simmy,blu,25.0,4.69,34.81,70.69
Simmy,viola,21.0,4.78,33.44,69.06
Simmy,viola,24.0,5.17,33.24,60.99
Simmy,blu,29.0,4.85,28.76,69.5
Simmy,rosso,22.0,4.83,34.15,71.43
Simmy,viola,25.0,4.03,29.01,68.24
Simmy,viola,26.0,4.85,28.15,72.66
Simmy,blu,21.0,4.67,28.13,72.68
Simmy,viola,24.0,4.13,20.25,64.53
Simmy,rosso,22.0,4.7,40.37,72.69
Simmy,blu,25.0,4.58,29.13,70.59
Simmy,viola,20.0,4.76,44.77,73.63
Simmy,blu,28.0,4.59,38.6,68.83
Simmy,viola,24.0,5.22,32.72,70.71
Simmy,blu,24.0,3.86,34.67,68.62
Simmy,rosso,20.0,4.06,39.59,71.17
Simmy,rosso,26.0,4.54,27.11,63.03
Simmy,viola,29.0,4.2,30.37,69.05
Simmy,rosso,23.0,4.62,32.23,71.88
Simmy,blu,20.0,4.45,30.21,64.8
Simmy,viola,21.0,4.36,29.2,76.02
Simmy,viola,29.0,3.64,26.91,71.87
Simmy,rosso,24.0,4.72,30.47,74.07
Simmy,blu,29.0,3.34,34.2,72.43
Simmy,blu,29.0,4.29,32.72,67.14
Simmy,viola,27.0,4.98,27.83,75.16
Simmy,viola,26.0,5.25,42.61,71.5
Simmy,rosso,26.0,3.94,33.63,68.49
Simmy,rosso,23.0,3.78,27.75,73.76
Simmy,viola,29.0,4.72,29.17,64.18
Simmy,blu,23.0,4.31,26.69,67.46
Simmy,viola,29.0,4.55,29.19,69.19
Simmy,blu,23.0,4.74,31.91,67.43
Simmy,blu,24.0,4.33,28.31,71.78
Simmy,rosso,27.0,4.4,41.68,71.13
Simmy,viola,23.0,4.44,20.8,72.69
Simmy,rosso,24.0,4.08,34.42,71.79
Simmy,blu,23.0,3.36,36.26,70.97
Simmy,blu,21.0,4.53,34.31,65.47
Simmy,blu,29.0,5.71,37.52,72.61
Simmy,rosso,29.0,4.23,28.44,70.17
Simmy,blu,29.0,4.21,18.8,73.85
Simmy,rosso,22.0,3.89,36.82,65.63
Simmy,rosso,26.0,4.14,42.76,73.72
Simmy,blu,27.0,3.96,21.31,66.62
Simmy,viola,23.0,4.12,42.11,65.44
Simmy,blu,26.0,3.82,26.01,75.32
Simmy,blu,23.0,4.87,31.93,72.52
Simmy,viola,25.0,4.35,29.31,69.02
Simmy,viola,25.0,4.73,34.25,73.62
Simmy,viola,23.0,4.1,26.61,73.11
Simmy,rosso,24.0,4.65,21.61,67.41
Simmy,viola,21.0,5.04,30.91,74.58
Simmy,rosso,24.0,4.06,32.68,65.81
Simmy,viola,23.0,5.07,36.7,68.42
Simmy,viola,23.0,5.18,28.02,75.37
Simmy,viola,27.0,4.77,29.98,66.67
Simmy,rosso,23.0,3.98,42.13,69.42
Simmy,viola,28.0,4.34,38.43,74.81
Simmy,rosso,23.0,4.72,34.93,68.71
Simmy,blu,24.0,4.31,39.24,
Simmy,blu,29.0,5.95,22.67,71.51
Simmy,blu,29.0,4.34,32.64,70.23
Simmy,rosso,24.0,4.41,35.25,66.22
Simmy,rosso,29.0,4.91,26.9,70.83
Simmy,viola,24.0,4.44,23.96,64.55
Simmy,viola,26.0,3.85,34.95,71.64
Simmy,viola,24.0,4.42,35.53,73.16
Simmy,viola,27.0,3.92,24.71,68.09
Simmy,rosso,28.0,3.55,35.25,69.8
Simmy,blu,26.0,4.25,25.4,66.43
Simmy,viola,20.0,4.53,38.84,73.99
Simmy,viola,20.0,3.75,36.7,72.78
Simmy,blu,23.0,5.2,26.21,68.8
Simmy,rosso,25.0,3.82,31.99,71.42
Simmy,rosso,29.0,4.32,32.81,65.95
Simmy,rosso,28.0,5.18,24.45,69.18
Simmy,rosso,28.0,4.13,30.79,63.54
Simmy,blu,26.0,4.46,33.83,73.85
Simmy,viola,22.0,3.58,30.18,65.55
Simmy,rosso,27.0,4.44,43.68,71.29
Simmy,blu,22.0,4.71,38.27,71.9
Simmy,viola,22.0,4.89,31.93,70.73
Simmy,viola,26.0,4.54,30.88,70.98
Simmy,rosso,24.0,4.53,22.35,73.17
Simmy,rosso,22.0,3.69,38.7,68.44
Simmy,viola,29.0,5.1,26.89,68.94
Simmy,blu,28.0,4.38,29.04,71.84
Simmy,viola,23.0,4.17,35.27,73.44
Simmy,blu,26.0,4.28,25.91,71.31
Simmy,blu,21.0,5.3,28.8,65.17
Simmy,rosso,23.0,3.7,34.82,71.33
Simmy,viola,27.0,3.66,31.72,69.88
Simmy,viola,27.0,4.75,20.92,70.43
Simmy,viola,24.0,4.57,32.49,67.52
Simmy,blu,23.0,4.59,28.45,70.13
Simmy,rosso,24.0,5.31,27.52,72.08
Simmy,blu,26.0,4.62,42.62,70.57
Simmy,viola,27.0,4.43,29.71,71.49
Simmy,blu,22.0,5.2,35.38,66.37
Simmy,blu,26.0,4.15,42.77,68.94
Simmy,rosso,27.0,4.14,31.09,70.45
Simmy,viola,27.0,5.27,27.67,66.4
Simmy,blu,27.0,3.89,35.4,69.31
Simmy,blu,20.0,4.4,32.91,70.52
Simmy,viola,20.0,4.35,33.5,71.2
Simmy,viola,24.0,3.59,47.59,73.01
Simmy,blu,25.0,4.75,39.53,72.44
Simmy,rosso,23.0,4.38,37.03,73.77
Simmy,blu,21.0,4.81,40.88,74.68
Simmy,blu,21.0,5.73,31.06,66.08
Simmy,blu,27.0,4.87,32.51,70.8
Simmy,rosso,20.0,5.42,23.75,72.98
Simmy,rosso,21.0,4.55,30.81,67.6
Simmy,rosso,28.0,4.94,31.78,75.17
Simmy,rosso,25.0,5.2,35.7,69.24
Simmy,viola,25.0,5.01,33.82,68.47
Simmy,blu,27.0,4.65,35.29,75.93
Simmy,rosso,22.0,4.94,38.15,68.91
Simmy,rosso,26.0,4.33,36.09,70.82
Simmy,viola,28.0,4.61,34.53,67.45
Simmy,blu,22.0,4.93,26.98,70.82
Simmy,rosso,29.0,4.46,43.93,69.16
Simmy,blu,20.0,4.17,27.13,74.42
Simmy,blu,29.0,4.36,34.6,71.07
Simmy,viola,24.0,4.58,19.28,65.71
Simmy,rosso,28.0,5.09,30.88,72.1
Simmy,viola,27.0,4.38,40.39,63.65
Simmy,blu,26.0,4.85,46.75,68.37
Simmy,blu,22.0,3.99,35.93,71.07
Simmy,rosso,28.0,4.7,39.49,73.74
Simmy,blu,20.0,4.5,19.7,77.53
Simmy,blu,20.0,5.42,30.54,68.41
Simmy,blu,27.0,4.39,29.87,73.05
Simmy,viola,21.0,3.84,29.52,70.68
Simmy,blu,29.0,4.19,36.03,76.21
Simmy,viola,26.0,4.82,34.72,66.65
Simmy,blu,27.0,4.02,28.46,71.37
Simmy,rosso,25.0,4.49,34.98,80.26
Simmy,blu,25.0,3.78,34.79,67.51
Simmy,viola,27.0,4.54,35.06,70.32
Simmy,rosso,25.0,4.43,40.3,67.29
Simmy,rosso,20.0,4.27,35.81,68.94
Simmy,blu,26.0,3.79,39.8,73.96
Simmy,rosso,26.0,3.86,34.02,69.59
Simmy,rosso,20.0,3.93,37.27,71.15
Simmy,rosso,29.0,4.96,38.89,74.73
Simmy,blu,27.0,4.11,36.1,70.27
Simmy,rosso,29.0,5.48,29.89,64.64
Simmy,rosso,29.0,4.7,36.85,70.96
Simmy,blu,27.0,5.27,39.43,70.92
Simmy,rosso,22.0,4.59,32.97,73.41
Simmy,viola,29.0,4.55,35.48,68.47
Simmy,blu,23.0,3.84,29.86,71.51
Simmy,viola,22.0,4.55,29.41,68.38
Simmy,rosso,27.0,4.53,33.12,68.1
Simmy,viola,23.0,5.1,18.88,64.95
